video_id,frame_id,decision,source_image,selected_image
v29,v29_011,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v29\v29_011.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v29_011.jpg
v29,v29_027,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v29\v29_027.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v29_027.jpg
v29,v29_032,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v29\v29_032.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v29_032.jpg
v29,v29_112,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v29\v29_112.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v29_112.jpg
v29,v29_121,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v29\v29_121.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v29_121.jpg
v29,v29_127,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v29\v29_127.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v29_127.jpg
v29,v29_130,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v29\v29_130.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v29_130.jpg
v29,v29_134,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v29\v29_134.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v29_134.jpg
v29,v29_205,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v29\v29_205.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v29_205.jpg
v29,v29_212,BEST,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\adaptation_v2\extracted_frames\v29\v29_212.jpg,C:\Users\wgucg\Desktop\videos\videos\02_model_development\best_frame_selector\data\measurement_dataset\sample_best_frames\v29_212.jpg
