video_id,selection_number,frame_id,image_path
M-2,1,M-2_0020,C:\Users\wgucg\Documents\GitHub\R-26-IT-054\Feature_3\01_video_annotation\dataset_v2_fixed_height\selected_best_frames\M-2_0020.jpg
M-2,2,M-2_0022,C:\Users\wgucg\Documents\GitHub\R-26-IT-054\Feature_3\01_video_annotation\dataset_v2_fixed_height\selected_best_frames\M-2_0022.jpg
M-2,3,M-2_0023,C:\Users\wgucg\Documents\GitHub\R-26-IT-054\Feature_3\01_video_annotation\dataset_v2_fixed_height\selected_best_frames\M-2_0023.jpg
M-2,4,M-2_0084,C:\Users\wgucg\Documents\GitHub\R-26-IT-054\Feature_3\01_video_annotation\dataset_v2_fixed_height\selected_best_frames\M-2_0084.jpg
M-2,5,M-2_0085,C:\Users\wgucg\Documents\GitHub\R-26-IT-054\Feature_3\01_video_annotation\dataset_v2_fixed_height\selected_best_frames\M-2_0085.jpg
M-2,6,M-2_0086,C:\Users\wgucg\Documents\GitHub\R-26-IT-054\Feature_3\01_video_annotation\dataset_v2_fixed_height\selected_best_frames\M-2_0086.jpg
M-2,7,M-2_0089,C:\Users\wgucg\Documents\GitHub\R-26-IT-054\Feature_3\01_video_annotation\dataset_v2_fixed_height\selected_best_frames\M-2_0089.jpg
M-2,8,M-2_0092,C:\Users\wgucg\Documents\GitHub\R-26-IT-054\Feature_3\01_video_annotation\dataset_v2_fixed_height\selected_best_frames\M-2_0092.jpg
M-2,9,M-2_0093,C:\Users\wgucg\Documents\GitHub\R-26-IT-054\Feature_3\01_video_annotation\dataset_v2_fixed_height\selected_best_frames\M-2_0093.jpg
M-2,10,M-2_0094,C:\Users\wgucg\Documents\GitHub\R-26-IT-054\Feature_3\01_video_annotation\dataset_v2_fixed_height\selected_best_frames\M-2_0094.jpg
M-2,11,M-2_0095,C:\Users\wgucg\Documents\GitHub\R-26-IT-054\Feature_3\01_video_annotation\dataset_v2_fixed_height\selected_best_frames\M-2_0095.jpg
M-2,12,M-2_0096,C:\Users\wgucg\Documents\GitHub\R-26-IT-054\Feature_3\01_video_annotation\dataset_v2_fixed_height\selected_best_frames\M-2_0096.jpg
M-2,13,M-2_0172,C:\Users\wgucg\Documents\GitHub\R-26-IT-054\Feature_3\01_video_annotation\dataset_v2_fixed_height\selected_best_frames\M-2_0172.jpg
M-2,14,M-2_0170,C:\Users\wgucg\Documents\GitHub\R-26-IT-054\Feature_3\01_video_annotation\dataset_v2_fixed_height\selected_best_frames\M-2_0170.jpg
M-2,15,M-2_0169,C:\Users\wgucg\Documents\GitHub\R-26-IT-054\Feature_3\01_video_annotation\dataset_v2_fixed_height\selected_best_frames\M-2_0169.jpg
M-2,16,M-2_0176,C:\Users\wgucg\Documents\GitHub\R-26-IT-054\Feature_3\01_video_annotation\dataset_v2_fixed_height\selected_best_frames\M-2_0176.jpg
M-2,17,M-2_0183,C:\Users\wgucg\Documents\GitHub\R-26-IT-054\Feature_3\01_video_annotation\dataset_v2_fixed_height\selected_best_frames\M-2_0183.jpg
M-2,18,M-2_0184,C:\Users\wgucg\Documents\GitHub\R-26-IT-054\Feature_3\01_video_annotation\dataset_v2_fixed_height\selected_best_frames\M-2_0184.jpg
M-2,19,M-2_0262,C:\Users\wgucg\Documents\GitHub\R-26-IT-054\Feature_3\01_video_annotation\dataset_v2_fixed_height\selected_best_frames\M-2_0262.jpg
M-2,20,M-2_0263,C:\Users\wgucg\Documents\GitHub\R-26-IT-054\Feature_3\01_video_annotation\dataset_v2_fixed_height\selected_best_frames\M-2_0263.jpg
M-2,21,M-2_0264,C:\Users\wgucg\Documents\GitHub\R-26-IT-054\Feature_3\01_video_annotation\dataset_v2_fixed_height\selected_best_frames\M-2_0264.jpg
M-2,22,M-2_0265,C:\Users\wgucg\Documents\GitHub\R-26-IT-054\Feature_3\01_video_annotation\dataset_v2_fixed_height\selected_best_frames\M-2_0265.jpg
M-2,23,M-2_0266,C:\Users\wgucg\Documents\GitHub\R-26-IT-054\Feature_3\01_video_annotation\dataset_v2_fixed_height\selected_best_frames\M-2_0266.jpg
M-2,24,M-2_0267,C:\Users\wgucg\Documents\GitHub\R-26-IT-054\Feature_3\01_video_annotation\dataset_v2_fixed_height\selected_best_frames\M-2_0267.jpg
M-2,25,M-2_0361,C:\Users\wgucg\Documents\GitHub\R-26-IT-054\Feature_3\01_video_annotation\dataset_v2_fixed_height\selected_best_frames\M-2_0361.jpg
M-2,26,M-2_0363,C:\Users\wgucg\Documents\GitHub\R-26-IT-054\Feature_3\01_video_annotation\dataset_v2_fixed_height\selected_best_frames\M-2_0363.jpg
M-2,27,M-2_0364,C:\Users\wgucg\Documents\GitHub\R-26-IT-054\Feature_3\01_video_annotation\dataset_v2_fixed_height\selected_best_frames\M-2_0364.jpg
